Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkingHours,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
34,1,2,4,4,1324,0,5,55620,1.0,15,0,9.0,3,9,0,6,3,3,1.0,3.0,2.7614364135407135,8.218455882222223,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,0,0,9,3,1325,1,1,196130,2.0,17,0,23.0,5,5,4,4,3,3,4.0,4.0,3.0,8.14307971,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,0,1,2,1,1326,1,2,34070,0.0,13,1,6.0,4,5,1,2,3,3,2.0,3.0,3.0,6.488012371388889,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34,0,1,4,3,1327,0,2,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,2.0,3.0,5.9999050630555555,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,1,6,1,1328,1,1,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,4.0,3.0,6.2216930075,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
34,0,1,9,2,1329,1,2,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.0,1.0,3.0,7.855724789722222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,0,2,7,3,1330,1,1,26900,0.0,11,0,10.0,1,9,2,8,3,3,2.0,4.0,3.0,7.984710550833333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
36,0,1,1,3,1331,0,2,175670,5.0,13,0,7.0,6,1,0,0,3,3,1.0,4.0,3.0,7.499870448055556,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43,0,2,3,4,1332,1,1,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,4.0,4.0,8.7029491725,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,0,2,10,3,1333,0,3,28140,1.0,24,0,10.0,2,10,0,9,3,4,1.0,3.0,2.0,7.911812169166666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,7,3,1334,1,2,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.0,2.0,4.0,6.70854481,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
56,1,1,15,3,1335,1,2,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,3.0,9.013333333333334,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
51,0,1,3,2,1336,0,2,190490,7.0,14,1,23.0,2,20,15,15,3,3,1.0,3.0,3.0,6.686394675833333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
31,1,1,2,4,1337,0,3,21410,4.0,20,0,12.0,2,7,7,7,3,4,2.0,3.0,2.0,8.398167620277778,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26,0,1,17,3,1338,0,2,57690,1.0,19,0,5.0,4,5,4,3,2,3,3.0,2.0,2.0,7.6851235875,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
58,1,1,2,2,1339,0,1,43850,1.0,13,1,40.0,2,40,15,6,2,3,4.0,4.0,2.0,7.548068613333334,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
19,1,1,5,2,1340,1,1,53320,1.0,23,1,0.0,2,0,0,0,3,4,4.0,3.0,2.0,9.363881915277778,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,0,1,29,4,1341,1,1,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,4.0,3.0,6.379811675833333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
49,0,1,2,3,1342,0,1,47240,1.0,11,1,16.0,3,15,5,11,2,3,3.0,1.0,2.0,7.194425925833333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43,0,2,2,2,1343,1,1,32110,4.0,13,0,18.0,2,3,1,2,4,3,2.0,3.0,3.0,7.978614703055555,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,0,2,19,4,1344,1,2,53770,4.0,14,1,16.0,3,2,2,1,4,3,3.0,4.0,3.0,7.080387029166667,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,1,1,15,1,1345,0,2,40660,3.0,22,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0,8.406022675555555,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
41,0,1,17,2,1346,1,1,52080,3.0,11,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0,8.118852498611112,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,0,1,17,4,1347,1,2,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0,7.950108543333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,1,25,1,1348,1,2,31170,6.0,21,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0,6.799012476388889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1,2,6,3,1349,0,1,15690,2.0,11,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0,7.189976851666667,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,0,1,7,3,1350,0,1,196580,4.0,13,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0,7.8770147391666665,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,0,1,29,1,1351,0,3,30690,2.0,14,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0,7.793299199444444,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
30,0,1,21,1,1352,1,2,104350,0.0,11,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0,9.99520683,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,1,1,2,4,1353,0,2,41480,7.0,15,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0,7.901718319444444,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,0,1,2,1,1354,0,2,57680,5.0,23,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0,7.374128019166666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,1,7,4,1355,0,2,50420,3.0,16,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0,10.415906729722222,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,0,1,13,3,1356,0,2,57700,1.0,16,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0,6.6802943261111105,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
32,0,2,2,3,1357,1,3,77560,0.0,21,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0,6.505978561388888,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0,1,1,3,1358,0,3,103060,5.0,13,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0,6.720969785555555,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,1,9,3,1359,1,2,39360,0.0,11,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0,6.394015594444444,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41,0,2,10,2,1360,0,3,79450,4.0,12,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0,7.318976124722222,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
41,0,1,10,4,1361,1,4,57430,2.0,12,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0,8.016141843888889,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
19,0,1,1,3,1362,0,5,152020,1.0,18,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0,6.380013773888889,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,0,2,26,4,1363,1,2,54400,1.0,12,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0,7.003960769722222,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,8,1,1364,0,3,37600,1.0,14,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0,7.395136494166667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
53,0,1,14,2,1365,0,5,35170,2.0,12,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0,10.893168103333332,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45,0,1,1,4,1366,1,1,25800,8.0,17,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0,6.790741545833334,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32,0,2,2,2,1367,0,1,21660,1.0,19,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0,7.907401891111111,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,0,0,10,4,1368,1,3,58690,1.0,11,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0,6.0965736816666665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,0,1,1,3,1369,0,3,80080,2.0,15,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0,7.573564814722221,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
58,0,1,3,3,1370,0,1,52060,4.0,11,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,9.988622402777779,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,1,11,2,1371,1,4,52950,7.0,18,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0,6.195923489166667,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34,0,2,24,4,1372,1,2,164130,6.0,16,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,6.977579022777777,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22,0,1,3,3,1373,1,1,132690,1.0,25,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0,7.677799496944444,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,0,0,3,3,1374,1,1,27830,6.0,16,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0,6.300498365833334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,0,1,4,4,1375,1,2,54330,1.0,13,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0,6.532742904999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,0,1,3,3,1376,1,2,20130,3.0,14,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0,10.874485094722223,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,0,2,3,1377,1,1,139660,1.0,19,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0,10.614749656944445,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,1,4,3,1378,0,2,43740,3.0,15,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0,6.208623032777777,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,0,1,7,4,1379,1,4,68420,4.0,12,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0,6.187160894444444,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0,1,1,4,1380,0,1,174260,2.0,12,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0,6.9091439175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,1,1,1,1381,1,2,176030,4.0,16,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0,6.323777777777777,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32,0,1,20,3,1382,0,1,45810,3.0,14,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,6.933930794999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27,0,1,5,4,1383,1,2,47350,0.0,13,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0,8.88495370361111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19,1,2,10,2,1384,1,2,41870,0.0,22,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0,7.510175120555555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0,2,25,3,1385,0,2,55050,4.0,21,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0,7.406964798611111,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,0,0,1,3,1386,0,1,54700,1.0,18,1,12.0,2,12,6,10,3,3,3.0,1.0,3.0,6.809022458611111,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,1,24,2,1387,1,2,54760,4.0,13,1,9.0,3,5,0,3,3,3,3.0,1.0,4.0,8.125163328333334,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,0,1,4,3,1388,1,4,25870,4.0,12,0,19.0,2,2,2,2,2,3,3.0,1.0,3.0,8.283279826944444,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,0,1,2,2,1389,1,1,24400,0.0,18,3,4.0,4,3,0,2,3,3,3.0,4.0,4.0,6.789918229722222,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
19,1,1,8,2,1390,1,2,159720,1.0,21,0,1.0,2,1,1,0,3,4,2.0,4.0,2.0,7.208066378055555,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46,0,1,10,3,1391,0,2,153790,1.0,12,0,24.0,1,24,15,7,1,3,2.0,1.0,3.0,6.921690307222222,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
38,0,1,4,4,1392,1,1,70820,1.0,14,0,2.0,3,2,2,1,4,3,3.0,4.0,3.0,7.930844955833333,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,0,1,2,5,1393,1,2,27280,8.0,11,0,7.0,3,4,0,2,4,3,3.0,4.0,3.0,10.362566807222223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34,0,1,9,3,1394,0,2,53680,2.0,14,1,9.0,2,3,1,2,3,3,4.0,2.0,3.0,6.2477789349999995,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
41,1,1,18,4,1395,1,5,53470,1.0,24,1,4.0,1,4,0,2,3,4,2.0,2.0,2.0,10.120157596111111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,0,1,19,4,1396,1,3,31950,2.0,11,0,5.0,4,3,0,2,2,3,3.0,3.0,2.0,6.780491545833333,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
53,0,1,1,2,1397,1,1,39890,1.0,13,0,5.0,2,4,1,3,3,3,4.0,1.0,3.0,6.116384220277777,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,0,1,4,3,1398,1,1,33060,1.0,11,3,8.0,6,8,1,6,1,3,4.0,2.0,3.0,7.521757369444444,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,0,1,11,3,1399,0,2,70050,1.0,20,2,21.0,2,20,9,9,3,4,4.0,3.0,3.0,6.206365348333334,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,0,1,6,1,1400,0,2,26550,8.0,17,0,36.0,0,24,2,15,2,3,3.0,2.0,3.0,6.105050827222223,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0,2,7,4,1401,0,1,13930,1.0,11,2,10.0,4,10,1,9,4,3,4.0,3.0,2.0,6.800573910833333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
51,0,1,4,2,1402,1,2,25700,3.0,18,0,21.0,2,7,1,0,3,3,4.0,2.0,3.0,7.393497365833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
52,0,1,2,4,1403,0,2,35370,0.0,11,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0,6.3011281675,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
27,0,1,15,3,1404,1,1,39860,1.0,12,2,7.0,3,7,0,3,3,3,4.0,2.0,2.0,7.52798258,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35,1,1,2,4,1405,0,2,108830,3.0,12,0,8.0,3,1,0,1,4,3,2.0,3.0,3.0,8.994780334722222,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,0,6,2,1406,1,1,20280,4.0,20,1,7.0,2,5,2,2,2,4,4.0,4.0,4.0,8.013822362222223,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,9,2,1407,0,1,95250,9.0,19,0,22.0,3,20,11,8,3,3,1.0,4.0,3.0,6.181097709444445,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
37,0,1,7,3,1408,0,1,29290,1.0,12,0,8.0,2,8,1,7,1,3,2.0,1.0,2.7614364135407135,10.1277941175,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,2,1,3,1409,1,2,22750,5.0,13,0,10.0,2,6,1,2,4,3,2.0,2.0,3.0,6.0929427461111105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,0,0,1,1,1410,1,2,78790,2.0,11,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0,6.402202728888889,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,0,1,8,2,1411,1,5,49300,9.0,14,0,14.0,0,1,0,0,3,3,4.0,3.0,3.0,6.292136184722223,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,1,25,1,1412,0,1,78470,3.0,14,1,9.0,3,7,1,7,4,3,4.0,4.0,1.0,7.263687819444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,2,13,4,1413,1,1,44010,5.0,13,0,6.0,4,2,2,0,2,3,3.0,1.0,3.0,6.5174615197222225,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
49,0,0,23,1,1414,0,2,92410,1.0,19,1,7.0,5,7,1,7,3,3,4.0,4.0,3.0,9.593414633888889,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34,0,2,7,2,1415,1,4,29740,1.0,23,0,5.0,2,5,2,0,3,4,4.0,3.0,4.0,10.511366139722224,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,0,1,23,3,1416,0,1,45020,8.0,12,2,15.0,0,7,3,7,2,3,3.0,4.0,4.0,10.400718471388888,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
38,1,1,6,4,1417,0,3,107480,7.0,15,0,17.0,3,1,0,0,3,3,2.0,1.0,3.0,8.36960401888889,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1,1,10,2,1418,0,2,15550,1.0,19,2,10.0,2,10,1,9,3,3,2.0,4.0,2.0,6.706100780277778,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
22,0,1,1,3,1419,0,4,129360,1.0,11,2,4.0,3,4,2,2,3,3,4.0,2.0,2.0,8.528221064722223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,2,1,3,1420,0,2,23050,1.0,17,0,8.0,3,8,1,7,3,3,2.0,4.0,3.0,7.500751563055555,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,0,28,2,1421,1,1,167040,9.0,22,0,5.0,2,3,0,2,4,4,4.0,4.0,1.0,6.091838741388889,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46,0,1,25,1,1422,1,5,34330,7.0,18,0,17.0,3,4,0,3,3,3,4.0,1.0,3.0,5.985083697222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,1,1,5,3,1423,1,1,34770,1.0,11,0,14.0,2,14,9,8,4,3,4.0,4.0,2.0,7.782491795555556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,0,0,17,4,1424,1,2,64300,1.0,12,1,12.0,2,11,5,8,2,3,3.0,3.0,3.0,7.985305906944445,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,0,2,18,2,1425,0,1,65160,1.0,19,1,7.0,4,7,0,7,3,3,4.0,3.0,3.0,6.198006607777778,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51,0,1,2,1,1426,0,1,39070,5.0,13,0,16.0,2,10,4,7,3,3,2.0,2.0,1.0,6.702637130555556,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30,1,1,10,4,1427,0,2,55620,5.0,13,0,8.0,3,5,0,4,2,3,4.0,1.0,3.0,8.525496376666666,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,1,1,3,1428,1,2,68830,3.0,19,2,16.0,3,1,0,0,2,3,4.0,4.0,3.0,9.090398706666667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,1,2,3,2,1429,1,2,28620,5.0,14,0,9.0,2,6,0,1,2,3,3.0,1.0,2.0,7.008028017222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,1,1,2,3,1430,1,1,49780,0.0,13,0,7.0,3,6,1,5,2,3,3.0,3.0,2.0,7.785265046111111,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,0,0,2,3,1431,0,2,103680,6.0,12,2,23.0,2,19,12,8,3,3,4.0,4.0,3.0,6.593532265833333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
54,0,1,8,2,1432,0,2,61340,2.0,19,0,16.0,2,6,0,5,2,3,4.0,1.0,3.0,6.422204184444444,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
36,0,1,16,4,1433,1,1,67350,8.0,25,2,16.0,3,13,3,7,2,4,4.0,2.0,4.0,7.5873367344444445,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,0,1,9,1,1434,0,3,32950,6.0,22,2,7.0,2,3,1,1,3,4,3.0,2.0,3.0,7.494024334166667,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
37,0,2,2,4,1435,1,2,52380,1.0,15,1,10.0,5,10,0,7,3,3,2.0,4.0,3.0,10.134707175833332,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,0,1,1,2,1436,1,4,64720,0.0,12,0,17.0,4,16,5,13,3,3,1.0,3.0,2.0,6.884387219722222,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,4,1,1437,0,3,96100,0.0,11,1,6.0,2,5,1,4,2,3,3.0,3.0,3.0,5.994058070277778,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
59,0,1,5,3,1438,0,3,198330,3.0,13,0,7.0,2,1,0,0,3,3,3.0,4.0,3.0,6.183065972222222,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,2,2,3,1439,0,2,97560,4.0,19,0,13.0,2,9,5,8,3,3,1.0,4.0,3.0,6.952933884166667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,2,15,4,1440,0,1,49680,1.0,19,3,11.0,4,11,4,1,3,3,2.0,4.0,3.0,6.31693394,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35,0,2,19,3,1441,0,1,21450,1.0,13,0,10.0,6,10,0,8,2,3,3.0,3.0,4.0,5.9946579430555555,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,1,7,1,1442,0,1,21800,1.0,21,0,4.0,2,4,0,1,3,4,3.0,4.0,2.0,8.353527428888889,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,0,1,1,2,1443,0,4,83460,7.0,14,0,6.0,5,2,2,2,3,3,3.0,4.0,2.0,7.406395862222222,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
42,0,1,7,4,1444,0,2,34450,1.0,11,2,22.0,2,22,11,15,3,3,3.0,4.0,3.0,6.369136989444445,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,0,1,4,4,1445,1,1,27600,8.0,11,0,7.0,3,2,2,2,4,3,2.0,3.0,2.0,6.719878547222223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50,0,1,11,2,1446,1,2,62940,3.0,23,1,32.0,2,7,0,6,4,4,4.0,4.0,2.0,7.704610871388889,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,1,1,11,4,1447,1,1,71400,5.0,21,0,8.0,2,5,0,4,2,4,3.0,4.0,1.0,10.884872534722223,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
43,0,1,1,3,1448,0,2,29320,5.0,24,0,22.0,3,17,1,9,3,4,4.0,4.0,3.0,9.287386254722222,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
33,1,1,1,3,1449,1,2,51470,7.0,11,0,13.0,2,9,1,7,3,3,1.0,1.0,4.0,7.099097222222222,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52,0,0,2,3,1450,1,1,45070,1.0,14,0,33.0,3,33,15,12,2,3,1.0,3.0,4.0,8.79859227861111,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
32,0,1,13,4,1451,0,3,85640,2.0,16,1,6.0,2,4,1,2,2,3,3.0,2.0,3.0,7.992846938611111,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,1,1,23,1,1452,1,3,24680,0.0,11,0,4.0,2,3,1,2,3,3,4.0,3.0,1.0,10.195875000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0,1,26,4,1453,1,2,81610,7.0,12,1,7.0,2,3,1,2,4,3,3.0,3.0,3.0,6.318844537777778,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,0,2,4,1454,1,4,21090,0.0,13,1,4.0,3,3,2,2,2,3,3.0,4.0,3.0,6.236712962777778,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
41,0,1,29,3,1455,0,2,52940,2.0,15,0,17.0,3,1,0,0,2,3,3.0,1.0,2.0,6.1144753086111105,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0,1,2,3,1456,1,1,27180,1.0,14,1,9.0,4,9,4,7,2,3,1.0,4.0,3.0,7.430190179722222,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,1,18,1,1457,0,2,58110,0.0,14,0,25.0,4,24,1,7,2,3,3.0,4.0,3.0,6.911509456111111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31,0,2,7,4,1458,1,1,24370,9.0,14,1,9.0,3,2,2,2,4,3,2.0,3.0,3.0,7.3137335213888885,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33,0,1,2,4,1459,0,1,27660,1.0,12,1,2.0,2,2,0,2,3,3,3.0,4.0,2.0,6.785834551388889,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,0,1,26,3,1460,0,1,190380,6.0,13,0,13.0,3,11,5,9,2,3,4.0,1.0,3.0,6.431916075555556,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
37,0,1,22,5,1461,0,2,30550,2.0,14,3,17.0,3,3,0,2,3,3,3.0,1.0,2.0,7.563755935277778,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
